name,lat,lng
Sokehs,3.859517694109962,147.42144776683185
Sokehs,3.875173153347235,147.4091111711681
Sokehs,3.865723082960669,147.4160700647381
Sokehs,3.870988272699108,147.4191220545067
Sokehs,3.8648227473822514,147.42449951459128
Fefen,7.350955797992822,151.83827853745117
Fefen,7.3380213650580375,151.84257356424143
Fefen,7.351954396048555,151.83848814157807
Fefen,7.335917444083554,151.83117299309512
Fefen,7.338816937643592,151.8328194357042
Siis,7.297034084562493,151.8143428951544
Siis,7.289703001337373,151.82186574069644
Siis,7.298119852858219,151.81571854159762
Siis,7.297520534600143,151.8194951346534
Siis,7.2981269042234915,151.83314664020367
Uman,6.95661399242312,157.75987753672166
Uman,6.579464818346628,157.62679781042823
Uman,6.79337887090469,158.44580464448055
Uman,6.903599940657026,158.0386712945354
Uman,7.325768883742367,158.0267182982308
Parem,7.354848692835003,151.7773439404487
Parem,7.365399564763763,151.779754672611
Parem,7.350193710620567,151.7779231098241
Parem,7.352895880498403,151.7822548525112
Parem,7.362531657958337,151.77679518911256
Eot,7.380817696298556,151.74655113294534
Eot,7.378486838181836,151.74902686830515
Eot,7.386506200661457,151.73083069781902
Eot,7.377164430267508,151.73879387256005
Eot,7.387981813652032,151.7309097342014
Udot,7.019515683343383,158.1384182879415
Udot,7.413719704257166,158.3090369467164
Udot,7.365848532017822,158.26794486621242
Udot,6.626998652439117,157.82457925941586
Udot,6.835733608833884,158.05566640771443
Romanum,7.418103487400842,151.66052139534847
Romanum,7.405953235603487,151.66248485233174
Romanum,7.410889973988073,151.6675521274412
Romanum,7.4200627805725805,151.6717232121428
Romanum,7.420117745796219,151.67676640652186
Fanapanges,7.3463491284639435,151.6712815840973
Fanapanges,7.356649848483143,151.66650198673446
Fanapanges,7.354079611759684,151.67508907487388
Fanapanges,7.3626304994880885,151.6600059530946
Fanapanges,7.360088017905368,151.6722763348242
Wonei,3.028527663006062,141.9192327803054
Wonei,3.0228831727054777,141.92932067002934
Wonei,3.0170768181206054,141.91257412521193
Wonei,3.022079446825847,141.92471353341185
Wonei,3.016539275917882,141.91214263089958
Weno,7.443746538391905,151.8620313858699
Weno,7.445411438018038,151.85961128515663
Weno,7.44346408524439,151.85843074316966
Weno,7.450116990067231,151.85892787304257
Weno,7.443994605306958,151.86754240576667
Kapingamarangi,2.1338292477895644,154.85053651060707
Kapingamarangi,2.1302217467509528,154.85260661141015
Kapingamarangi,2.132066531343684,154.8634246931932
Kapingamarangi,2.1462931357125488,154.8658065593353
Kapingamarangi,2.1300379195335006,154.8492698878157
PiisPenau,7.68153081387039,151.77441060848741
PiisPenau,7.668206074013212,151.7590874759973
PiisPenau,7.68151772962719,151.7743752372917
PiisPenau,7.680796805260966,151.7638387851539
PiisPenau,7.668444283271628,151.77221096248283
Fono,7.475690557537022,151.883208028062
Fono,7.479324034612809,151.89010704527885
Fono,7.483525393447364,151.87492979840522
Fono,7.48836342204147,151.8783667216668
Fono,7.484165952091028,151.877059394963
Tonoas,6.701219587439763,157.64048227960154
Tonoas,6.652143486212568,157.7452940851984
Tonoas,6.566320326090934,158.15307356793707
Tonoas,6.79819040990708,157.88032398212533
Tonoas,6.532721410674343,157.58908170693573
Paata,7.374503929561986,151.59024104019932
Paata,7.368426214811158,151.59191107731382
Paata,7.368853810782892,151.57649018068503
Paata,7.372162955968515,151.58146623062237
Paata,7.377763490614881,151.59002527765023
Tol,7.349119159863633,151.62165890665776
Tol,7.344847704003987,151.61726185315928
Tol,7.340215105012414,151.61155159095117
Tol,7.343354728891701,151.61281957549085
Tol,7.355585651806773,151.62413791290612
Polle,7.346111473673881,151.57959848352817
Polle,7.343507255853339,151.5916396642245
Polle,7.337370580058885,151.576306711396
Polle,7.33612727235045,151.58266206545608
Polle,7.330483411019042,151.593835258525
Lelu,2.539086240849623,146.588122721853
Lelu,2.5318800232698586,146.59578955471406
Lelu,2.5434370967453477,146.59834334025274
Lelu,2.53463624867586,146.5970281037286
Lelu,2.531814415999923,146.58617446456853
Tafunsak,2.5169374160767526,146.27088410412293
Tafunsak,2.5168205317042274,146.26087566242884
Tafunsak,2.504540044169383,146.27645623204984
Tafunsak,2.502364491966305,146.266902053947
Tafunsak,2.510804881779406,146.2668515533013
Malem,2.4432921264972842,146.0278470126858
Malem,2.4308286431358224,146.03484882391274
Malem,2.443396343675428,146.02582733401945
Malem,2.433911249172816,146.04126606185318
Malem,2.443864423415902,146.0293055986555
Utwe,5.291065070324057,162.9698549159067
Utwe,5.297545685967506,162.97028825851933
Utwe,5.291367026851244,162.96455139231887
Utwe,5.28877409534854,162.96725715919692
Utwe,5.295832501443796,162.96991518739102
Madolenihmw,4.238275558082965,149.00311550539456
Madolenihmw,4.235745292106578,148.99952759612074
Madolenihmw,4.224394130378509,149.00837884984367
Madolenihmw,4.232757266420444,149.00247463142756
Madolenihmw,4.231911788870047,149.00978393759615
U,2.977092884743449,144.47169459717736
U,2.995539443798151,144.4637492345372
U,2.993905184040915,144.46961950111782
U,2.9793357652936616,144.47006911247175
U,2.9776520142944443,144.46277492879597
Nett,3.052367927850767,144.6892193481825
Nett,3.049313384587847,144.6922320300117
Nett,3.057063208777757,144.68629033331248
